,Unnamed: 0,artistname,followers,genres,popularity,artistType,trackname,danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
44,0,MC One,3566877.0,"['funk carioca', 'funk ostentacao', 'funk paulista']",70.0,artist,La vie du bon côté,0.752,0.8059999999999999,-8.474,0.0913,3.08e-06,0.0744,0.809,105.037,189707.0
45,0,Supa Gaeta,16069.0,['ghanaian pop'],8.0,artist,Text Me (feat. Oxlade),0.903,0.528,-5.892,0.0721,0.0,0.10800000000000001,0.915,103.96600000000001,159748.0
46,0,Midas the Jagaban,26519.0,['afroswing'],56.0,artist,Party With A Jagaban,0.826,0.795,-3.55,0.0493,0.00141,0.0948,0.534,117.006,201026.0
47,0,Says'z,1.0,[],10.0,artist,Afro'Classic 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,Passenger,2897858.0,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",75.0,artist,Let Her Go,0.479,0.545,-7.346,0.0688,0.0,0.0963,0.243,74.89699999999999,252733.0
49,0,The Cathedral Singers,7584.0,['rosary'],49.0,artist,"Ave Maria, Op. 52 No. 6, D. 839 (Arr. for Soprano, Harp & Chorus)",0.233,0.122,-19.528,0.0333,0.0035399999999999997,0.0916,0.0991,90.59299999999999,248600.0
50,0,Beyoncé,29956553.0,"['dance pop', 'pop', 'r&b']",87.0,artist,Ave Maria,0.35,0.40299999999999997,-9.57,0.0279,0.0,0.12,0.201,104.95700000000001,221653.0
51,0,Céline Dion,5602898.0,"['canadian pop', 'dance pop']",80.0,artist,Ave Maria,0.262,0.19,-12.314,0.0335,0.000239,0.107,0.0654,79.456,295973.0
52,0,Rema,1068700.0,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal']",63.0,artist,Beamer (Bad Boys),0.657,0.645,-5.349,0.25,0.0,0.337,0.452,129.369,195048.0
53,0,Mr Eazi,579095.0,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",71.0,artist,Baby I'm Jealous,0.667,0.442,-7.069,0.29100000000000004,0.0,0.102,0.526,107.09200000000001,150000.0
54,0,Sarz,76259.0,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop']",61.0,artist,MAD,0.7240000000000001,0.7070000000000001,-4.11,0.0577,0.00941,0.16899999999999998,0.285,101.992,238016.0
55,0,Beyoncé,29956553.0,"['dance pop', 'pop', 'r&b']",87.0,artist,ALREADY,0.647,0.732,-5.846,0.0891,0.0,0.597,0.5479999999999999,67.295,222529.0
56,0,DaVido,994480.0,"['afropop', 'ghanaian hip hop', 'nigerian pop']",71.0,artist,D & G (feat. Summer Walker),0.525,0.5670000000000001,-7.263,0.17600000000000002,0.0,0.0774,0.685,96.926,172500.0
57,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Allô téléphone,0.608,0.9440000000000001,-3.383,0.0915,2.11e-05,0.0804,0.762,115.152,487315.0
58,0,Ninho,5403852.0,"['french hip hop', 'pop urbaine']",87.0,artist,Lettre à une femme,0.48700000000000004,0.39799999999999996,-9.901,0.0697,0.0,0.12,0.905,149.36700000000002,157766.0
59,0,The Weeknd,40345369.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",97.0,artist,Blinding Lights,0.514,0.73,-5.934,0.0598,9.54e-05,0.0897,0.33399999999999996,171.005,200040.0
60,0,Nadjee,9822.0,['rap calme'],37.0,artist,Mort d'homme,0.51,0.40399999999999997,-11.152999999999999,0.0786,0.0,0.0916,0.12300000000000001,110.999,234198.0
61,0,The Weeknd,40345369.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",97.0,artist,Starboy,0.679,0.5870000000000001,-7.015,0.276,6.35e-06,0.13699999999999998,0.486,186.003,230453.0
62,0,Kalash,1022781.0,"['french hip hop', 'pop urbaine', 'rap francais']",67.0,artist,Bonda Manmanw - Bonus,0.752,0.7340000000000001,-6.114,0.0496,0.0,0.126,0.6729999999999999,149.96200000000002,215034.0
63,0,Chily,148626.0,"['french hip hop', 'pop urbaine', 'rap francais']",55.0,artist,San Pellegrino,0.723,0.732,-5.138,0.254,0.0,0.281,0.441,139.879,200133.0
64,0,LADIPOE,130301.0,"['afropop', 'nigerian pop']",59.0,artist,Know You,0.632,0.524,-6.727,0.253,2.8e-06,0.0949,0.359,121.589,230020.0
65,0,Lefa,454923.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap calme', 'rap conscient', 'rap francais']",64.0,artist,Château de Versailles,0.7609999999999999,0.655,-6.667000000000001,0.141,8.01e-06,0.111,0.5489999999999999,172.16,180627.0
66,0,Future,10996434.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",91.0,artist,Life Is Good (feat. Drake),0.6759999999999999,0.609,-5.831,0.48100000000000004,0.0,0.152,0.508,142.037,237735.0
67,0,WizKid,1421361.0,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",81.0,artist,Final (Baba Nla),0.7929999999999999,0.726,-6.693,0.08199999999999999,0.0,0.0934,0.902,105.059,160000.0
68,0,William McDowell,292481.0,['gospel'],53.0,artist,Here I Am To Worship,0.275,0.366,-10.305,0.036000000000000004,0.0,0.121,0.12,122.604,221733.0
69,0,Rilès,759747.0,['french hip hop'],66.0,artist,THANK GOD,0.79,0.7929999999999999,-6.544,0.121,0.0,0.138,0.496,141.046,210237.0
70,0,KAROL G,20865207.0,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",89.0,artist,Tusa,0.8029999999999999,0.715,-3.28,0.298,0.000134,0.0574,0.574,101.085,200960.0
71,0,Hillsong Worship,3570188.0,"['ccm', 'christian music', 'world worship', 'worship']",77.0,artist,Jesus I Need You,0.39899999999999997,0.465,-7.932,0.0284,0.0,0.7,0.14400000000000002,154.92600000000002,299680.0
72,0,Burna Boy,1699611.0,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",79.0,artist,Odogwu,0.708,0.493,-9.806000000000001,0.13699999999999998,0.000206,0.0611,0.8640000000000001,191.877,185994.0
73,0,T2R,221403.0,"['francoton', 'pop urbaine']",48.0,artist,Capitale (feat. Naza),0.8320000000000001,0.405,-14.914000000000001,0.0617,0.0,0.0889,0.9059999999999999,135.049,173453.0
74,0,OLÉMA,71.0,['chill out'],19.0,artist,Kiss Of The Sun,0.493,0.43700000000000006,-8.113,0.0926,0.000492,0.285,0.358,83.962,263000.0
75,0,Soprano,2556177.0,"['francoton', 'french hip hop', 'french pop', 'rap marseille']",70.0,artist,Musica (feat. Ninho),0.573,0.605,-5.932,0.205,0.0,0.146,0.354,113.302,202760.0
76,0,Master KG,282611.0,['south african house'],67.0,artist,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix / Radio Edit,0.8170000000000001,0.511,-7.476,0.0448,5.5e-05,0.086,0.7609999999999999,124.014,234194.0
77,0,Julia Michaels,4209659.0,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",81.0,artist,Issues - Acoustic,0.705,0.33899999999999997,-6.127000000000001,0.051,0.0,0.0746,0.613,114.335,175280.0
78,0,Niska,3972344.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",78.0,artist,Méchant,0.938,0.5710000000000001,-8.507,0.314,0.0,0.146,0.7829999999999999,135.023,147227.0
79,0,Trevor Daniel,672794.0,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']",74.0,artist,Falling,0.785,0.431,-8.756,0.0364,0.0,0.0887,0.23600000000000002,127.085,159382.0
80,0,DHT,11553.0,['eurodance'],43.0,artist,Listen to Your Heart - Edmée's Unplugged Vocal,0.5579999999999999,0.268,-9.238,0.0305,0.0,0.098,0.184,144.71200000000002,271040.0
81,0,WizKid,1421361.0,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",81.0,artist,Joro,0.6859999999999999,0.6940000000000001,-3.693,0.257,0.000904,0.109,0.5870000000000001,189.998,262737.0
82,0,Burna Boy,1699611.0,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",79.0,artist,Collateral Damage,0.7390000000000001,0.852,-7.3229999999999995,0.0453,0.12300000000000001,0.157,0.903,102.014,197559.0
83,0,Kekra,346820.0,"['french hip hop', 'pop urbaine', 'rap francais']",61.0,artist,Vréalité,0.696,0.5770000000000001,-8.874,0.247,3.289999999999999e-05,0.0996,0.402,147.976,214267.0
84,0,Kalash,1022781.0,"['french hip hop', 'pop urbaine', 'rap francais']",67.0,artist,Gal Yuh Body Hot,0.855,0.556,-7.922000000000001,0.341,3.97e-05,0.655,0.782,89.027,226247.0
85,0,John Legend,6058756.0,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",84.0,artist,All of Me,0.42200000000000004,0.264,-7.064,0.0322,0.0,0.132,0.331,119.93,269560.0
86,0,SAINt JHN,801569.0,"['melodic rap', 'pop rap', 'rap', 'slap house']",78.0,artist,Roses - Imanbek Remix,0.769,0.7190000000000001,-5.472,0.0474,0.00777,0.359,0.863,121.955,176867.0
87,0,William McDowell,292481.0,['gospel'],53.0,artist,There Is Something About That Name,0.125,0.34600000000000003,-9.581,0.0347,9.05e-06,0.10300000000000001,0.0398,70.215,111787.0
88,0,Kalash,1022781.0,"['french hip hop', 'pop urbaine', 'rap francais']",67.0,artist,Mada,0.861,0.621,-7.148,0.0607,0.000279,0.0992,0.126,112.103,203720.0
89,0,Hatik,652347.0,['francoton'],68.0,artist,Angela,0.65,0.469,-8.676,0.184,0.249,0.106,0.37799999999999995,191.85299999999998,236000.0
90,0,Blue Ivy,13254.0,['kids hip hop'],52.0,artist,BROWN SKIN GIRL,0.603,0.602,-7.082999999999999,0.23,0.0,0.27899999999999997,0.595,119.70299999999999,248472.0
91,0,Burna Boy,1699611.0,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",79.0,artist,Ye,0.503,0.5920000000000001,-5.922999999999999,0.444,0.00014,0.16899999999999998,0.344,201.85,231618.0
92,0,Naza,1060247.0,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock']",63.0,artist,Vie de César,0.731,0.722,-6.699,0.0422,0.0,0.155,0.927,149.924,156960.0
93,0,Joeboy,480356.0,['nigerian pop'],68.0,artist,Celebration,0.8320000000000001,0.636,-6.127999999999999,0.061,0.0516,0.11,0.6809999999999999,109.99600000000001,159273.0
94,0,Ya Levis,150892.0,"['azontobeats', 'pop urbaine']",63.0,artist,Lokesha,0.6609999999999999,0.562,-6.907,0.17600000000000002,1.3800000000000002e-05,0.152,0.7390000000000001,87.91,188960.0
95,0,Kelvyn Boy,62686.0,"['azonto', 'ghanaian alternative', 'ghanaian pop']",45.0,artist,Tele,0.848,0.743,-7.095,0.0804,0.0014,0.102,0.706,100.036,194400.0
96,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Si tu me laisses t’aimer,0.667,0.726,-6.081,0.121,0.0,0.8059999999999999,0.812,149.951,159200.0
97,0,Stonebwoy,134363.0,"['azontobeats', 'dancehall', 'ghanaian pop', 'hiplife']",55.0,artist,Activate,0.787,0.6990000000000001,-3.405,0.0384,3.56e-06,0.152,0.611,108.022,217778.0
98,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Milolo,0.836,0.813,-5.032,0.0626,0.0,0.0815,0.922,116.988,145480.0
99,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Obomanga,0.715,0.638,-8.171,0.325,0.0005650000000000001,0.0919,0.495,97.984,179653.0
100,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Nairobi,0.8190000000000001,0.753,-4.9110000000000005,0.107,0.0,0.0672,0.8590000000000001,105.01899999999999,161587.0
101,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Juste une fois (feat. M. Pokora),0.76,0.792,-5.836,0.0616,0.0,0.228,0.562,120.03200000000001,196720.0
102,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,8ème merveille,0.624,0.45299999999999996,-8.821,0.19,1.45e-06,0.11699999999999999,0.28800000000000003,156.047,161880.0
103,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Amore,0.6709999999999999,0.564,-6.744,0.0552,0.0,0.29100000000000004,0.611,138.10399999999998,171253.0
104,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Oza yanga (feat. Naza),0.469,0.703,-6.478,0.0774,0.0,0.293,0.496,170.079,172427.0
105,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Santé,0.6709999999999999,0.521,-7.407,0.10800000000000001,0.0,0.142,0.586,140.15200000000002,134240.0
106,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Un coup (feat. Dadju),0.747,0.654,-6.202999999999999,0.0957,0.0,0.0752,0.705,144.984,251053.0
107,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Mon bébé,0.557,0.652,-7.2829999999999995,0.384,0.0,0.166,0.7290000000000001,111.59,160933.0
108,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Couleurs,0.631,0.462,-7.152,0.253,0.0,0.0695,0.779,121.086,224480.0
109,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Madany,0.8320000000000001,0.6990000000000001,-6.148,0.138,0.0,0.11800000000000001,0.715,112.052,151013.0
110,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Migrant des rêves,0.585,0.5489999999999999,-6.152,0.113,0.0,0.195,0.863,66.415,164453.0
111,0,Fally Ipupa,337069.0,"['afropop', 'azontobeats', 'pop urbaine', 'rumba congolaise']",63.0,artist,Animation,0.625,0.8240000000000001,-5.93,0.0947,0.0,0.19699999999999998,0.767,112.854,235493.0
112,0,SCH,3982632.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",78.0,artist,Mayday (feat. Ninho),0.614,0.596,-7.664,0.35700000000000004,5.3e-06,0.0945,0.248,152.138,209787.0
113,0,GLK,551084.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",64.0,artist,93% [Tijuana],0.8029999999999999,0.6859999999999999,-5.222,0.0639,0.0,0.18100000000000002,0.797,136.055,222806.0
114,0,Leto,34136.0,"['aesthetic rap', 'meme rap', 'sad lo-fi', 'sad rap']",65.0,artist,Train de vie (feat. PLK),0.7390000000000001,0.585,-7.605,0.195,0.0,0.0998,0.708,143.849,187147.0
115,0,Ninho,5403852.0,"['french hip hop', 'pop urbaine']",87.0,artist,Pirate,0.541,0.556,-7.581,0.358,0.000123,0.094,0.613,191.73,245693.0
116,0,Hornet La Frappe,1343960.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",69.0,artist,Calumet,0.785,0.573,-7.521,0.16899999999999998,0.0,0.11199999999999999,0.392,117.92299999999999,181280.0
117,0,Yaro,249778.0,"['adoracion', 'latin christian', 'latin worship']",53.0,artist,Mec de cité,0.818,0.687,-7.415,0.17800000000000002,1.07e-05,0.17300000000000001,0.45,117.944,197760.0
118,0,Larry,139679.0,['cali rap'],67.0,artist,Enfant compliqué,0.8,0.6779999999999999,-6.7989999999999995,0.183,0.0013599999999999999,0.124,0.52,81.005,152467.0
119,0,Timal,862922.0,"['french hip hop', 'pop urbaine', 'rap francais']",69.0,artist,Ailleurs (feat. Maes),0.623,0.81,-5.336,0.0442,0.0,0.105,0.674,101.931,174067.0
120,0,Booba,2329699.0,"['francoton', 'french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",75.0,artist,JAUNÉ,0.7929999999999999,0.57,-8.852,0.15,0.0,0.10099999999999999,0.655,140.003,215948.0
121,0,Femmes puissantes,0.0,0,0.0,0,"Aya Nakamura : ""Je ne suis pas née en guerrière mentale comme ça, non !""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,Maes,333552.0,"['indie poptimism', 'modern rock']",69.0,artist,Blanche,0.7759999999999999,0.713,-6.121,0.14300000000000002,0.0,0.306,0.551,127.98700000000001,193453.0
123,0,Naps,1620335.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap marseille']",79.0,artist,6.3,0.875,0.613,-7.229,0.21,0.0,0.114,0.752,119.964,212320.0
124,0,Maes,333552.0,"['indie poptimism', 'modern rock']",69.0,artist,Dybala,0.7290000000000001,0.721,-5.83,0.0761,0.0,0.111,0.537,132.304,211227.0
125,0,Maes,333552.0,"['indie poptimism', 'modern rock']",69.0,artist,Distant,0.7859999999999999,0.732,-6.254,0.17600000000000002,0.0,0.0643,0.447,105.031,162013.0
126,0,Adekunle Gold,422667.0,"['afropop', 'alte', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",66.0,artist,Pretty Girl,0.8,0.7509999999999999,-3.6039999999999996,0.0781,0.000782,0.0381,0.6459999999999999,93.999,186783.0
127,0,Niska,3972344.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",78.0,artist,MD,0.41,0.7290000000000001,-5.252999999999999,0.4,0.0,0.124,0.593,75.301,210827.0
128,0,Omah Lay,297520.0,"['afropop', 'nigerian pop']",69.0,artist,Lo Lo,0.725,0.7040000000000001,-4.592,0.251,0.163,0.0991,0.483,204.00400000000002,171730.0
129,0,Burna Boy,1699611.0,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",79.0,artist,Real Life (feat. Stormzy),0.594,0.568,-7.268,0.0701,4.01e-05,0.33899999999999997,0.40700000000000003,132.34799999999998,197934.0
130,0,E Kelly,2911.0,[],32.0,artist,Oreke,0.792,0.662,-7.73,0.0726,0.0021100000000000003,0.109,0.648,100.917,182640.0
131,0,Rotimi,234594.0,"['pop r&b', 'pop rap', 'r&b']",66.0,artist,In My Bed,0.637,0.501,-6.148,0.187,5.91e-05,0.099,0.431,103.993,185461.0
